nombre_medicion,Di (mm),Df (mm),ΔD (mm),D(T) (mm),T_63 (s)
2025-07-15_S_20_0.03,0.423183,0.55,0.12681700000000007,0.555771,79.60800004005432
2025-07-15_S_24_0.00,0.426747,0.49,0.063253,0.492026,1144.0030000209808
